ratio_name,description,pressure_bar,concentration_percent,ratio,numerator_name,numerator_gas,numerator_pressure_bar,numerator_concentration_percent,numerator_spectrum_column,numerator_source,numerator_unit,numerator_range_nm,numerator_method,numerator_integral,numerator_n_points,denominator_name,denominator_gas,denominator_pressure_bar,denominator_concentration_percent,denominator_spectrum_column,denominator_source,denominator_unit,denominator_range_nm,denominator_method,denominator_integral,denominator_n_points,status,error_stage,error_message
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,0.0,0.0660917401551841,ArN2_C1_gaussian_323_450nm,ArN2,2.0,0.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,7.361754771272714,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,0.1,0.3294033542905545,ArN2_C1_gaussian_323_450nm,ArN2,2.0,0.1,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,36.691222071439356,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,0.5,0.5969963395225849,ArN2_C1_gaussian_323_450nm,ArN2,2.0,0.5,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,66.49757807243942,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,1.0,0.6652846207321015,ArN2_C1_gaussian_323_450nm,ArN2,2.0,1.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,74.1039987663987,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,2.0,0.7152757606688623,ArN2_C1_gaussian_323_450nm,ArN2,2.0,2.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,79.67235741585611,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,5.0,0.6917472037696937,ArN2_C1_gaussian_323_450nm,ArN2,2.0,5.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,77.0515841451431,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,10.0,0.7030593136979946,ArN2_C1_gaussian_323_450nm,ArN2,2.0,10.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,78.31160512571185,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,20.0,0.46370958664075856,ArN2_C1_gaussian_323_450nm,ArN2,2.0,20.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,51.651178406288906,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,50.0,0.238543125161246,ArN2_C1_gaussian_323_450nm,ArN2,2.0,50.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,26.570581825910093,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",2.0,100.0,0.08476488357446534,ArN2_C1_gaussian_323_450nm,ArN2,2.0,100.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,9.441698533364303,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,0.0,0.03560260628706222,ArN2_C1_gaussian_323_450nm,ArN2,3.0,0.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,3.9656643339714797,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,0.1,0.15158806448401604,ArN2_C1_gaussian_323_450nm,ArN2,3.0,0.1,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,16.88492623076543,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,0.5,0.36870371981468014,ArN2_C1_gaussian_323_450nm,ArN2,3.0,0.5,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,41.06876838404465,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,1.0,0.4073305283439806,ArN2_C1_gaussian_323_450nm,ArN2,3.0,1.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,45.37128926368759,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,2.0,0.44984825111372345,ArN2_C1_gaussian_323_450nm,ArN2,3.0,2.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,50.107207061113805,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,5.0,0.46426225322029907,ArN2_C1_gaussian_323_450nm,ArN2,3.0,5.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,51.712738229336416,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,10.0,0.49918306369424004,ArN2_C1_gaussian_323_450nm,ArN2,3.0,10.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,55.60245943382615,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,20.0,0.33123195257889443,ArN2_C1_gaussian_323_450nm,ArN2,3.0,20.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,36.89490398603745,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,50.0,0.16932647329589323,ArN2_C1_gaussian_323_450nm,ArN2,3.0,50.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,18.860752792435708,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",3.0,100.0,0.058608694005342694,ArN2_C1_gaussian_323_450nm,ArN2,3.0,100.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,6.528241376589795,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,0.0,0.01994398334277323,ArN2_C1_gaussian_323_450nm,ArN2,4.0,0.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,2.2214986954058564,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,0.1,0.10353080411943263,ArN2_C1_gaussian_323_450nm,ArN2,4.0,0.1,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,11.531976452887374,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,0.5,0.2772183570784655,ArN2_C1_gaussian_323_450nm,ArN2,4.0,0.5,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,30.87849643714819,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,1.0,0.3003009180068313,ArN2_C1_gaussian_323_450nm,ArN2,4.0,1.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,33.4495915944038,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,2.0,0.3220366591577257,ArN2_C1_gaussian_323_450nm,ArN2,4.0,2.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,35.87066865712046,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,5.0,0.35124188011685903,ArN2_C1_gaussian_323_450nm,ArN2,4.0,5.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,39.12374800163684,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,10.0,0.38068437110145076,ArN2_C1_gaussian_323_450nm,ArN2,4.0,10.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,42.403256121335986,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,20.0,0.2632799742274707,ArN2_C1_gaussian_323_450nm,ArN2,4.0,20.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,29.325943028564833,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,50.0,0.1339115618186491,ArN2_C1_gaussian_323_450nm,ArN2,4.0,50.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,14.915995203520072,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",4.0,100.0,0.04473578116102024,ArN2_C1_gaussian_323_450nm,ArN2,4.0,100.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,4.982980469805658,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,0.0,0.017949339782368203,ArN2_C1_gaussian_323_450nm,ArN2,5.0,0.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,1.9993215108844364,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,0.1,0.08268829744057982,ArN2_C1_gaussian_323_450nm,ArN2,5.0,0.1,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,9.21039401871246,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,0.5,0.1566349556806563,ArN2_C1_gaussian_323_450nm,ArN2,5.0,0.5,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,17.447083850760347,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,1.0,0.26202054385519996,ArN2_C1_gaussian_323_450nm,ArN2,5.0,1.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,29.185658969915746,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,2.0,0.2462404917966534,ArN2_C1_gaussian_323_450nm,ArN2,5.0,2.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,27.42796771742079,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,5.0,0.2671890069107361,ArN2_C1_gaussian_323_450nm,ArN2,5.0,5.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,29.76135810372431,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,10.0,0.23996374103547236,ArN2_C1_gaussian_323_450nm,ArN2,5.0,10.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,26.728819839702368,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,20.0,0.17447925489977806,ArN2_C1_gaussian_323_450nm,ArN2,5.0,20.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,19.434705217786547,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,50.0,0.1013870208752718,ArN2_C1_gaussian_323_450nm,ArN2,5.0,50.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,11.293187059701186,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_gaussian_over_ArCF4_95_5_VIS,"C1 spectrum, gaussian integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",5.0,100.0,0.036615248278759914,ArN2_C1_gaussian_323_450nm,ArN2,5.0,100.0,C1_spectrum,raw_csv,raw,323-450,gaussian_fit,4.078459397264829,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_hardcut_over_ArCF4_95_5_VIS,"C1 spectrum, hardcut integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",1.0,0.0,0.18400311297297506,ArN2_C1_hardcut_323_450nm,ArN2,1.0,0.0,C1_spectrum,raw_csv,raw,323-450,trapz,20.495538348320828,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_hardcut_over_ArCF4_95_5_VIS,"C1 spectrum, hardcut integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",1.0,0.1,0.7012912402117021,ArN2_C1_hardcut_323_450nm,ArN2,1.0,0.1,C1_spectrum,raw_csv,raw,323-450,trapz,78.1146648818461,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_hardcut_over_ArCF4_95_5_VIS,"C1 spectrum, hardcut integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",1.0,0.5,1.3953305376201444,ArN2_C1_hardcut_323_450nm,ArN2,1.0,0.5,C1_spectrum,raw_csv,raw,323-450,trapz,155.42155825688147,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_hardcut_over_ArCF4_95_5_VIS,"C1 spectrum, hardcut integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",1.0,1.0,1.4371564315685463,ArN2_C1_hardcut_323_450nm,ArN2,1.0,1.0,C1_spectrum,raw_csv,raw,323-450,trapz,160.0804153790334,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_hardcut_over_ArCF4_95_5_VIS,"C1 spectrum, hardcut integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",1.0,2.0,1.4893224130974576,ArN2_C1_hardcut_323_450nm,ArN2,1.0,2.0,C1_spectrum,raw_csv,raw,323-450,trapz,165.89102291511693,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
ArN2_C1_hardcut_over_ArCF4_95_5_VIS,"C1 spectrum, hardcut integral: ArN2 323-450 nm / ArCF4 95/5, 1 bar, 500-750 nm",1.0,5.0,1.2835957215800755,ArN2_C1_hardcut_323_450nm,ArN2,1.0,5.0,C1_spectrum,raw_csv,raw,323-450,trapz,142.97576225924448,356,ArCF4_500_750nm_hardcut,ArCF4,1.0,5.0,mean_spectrum,raw_csv,raw,500-750,trapz,111.38691089063832,763,ok,,
